霊的な知識@88:118 -> 8:2-3 -> 6:36
１ 神会@130:22-23 -> 29:10-11
２ 救いの計画@76:22-24
３ イエス・キリストの贖罪@18:10-11 -> 19:16-19 -> 58:42-43
４ 回復@J1:15-20 -> 135:3 -> 1:30
５ 預言者と啓示@1:37-38 -> 21:4-6
６ 神権と神権の鍵@42:11 -> 121:36, 41-42 -> 13:1 -> 107:8
７ 儀式と聖約@84:20-22 -> 82:10
８ 結婚と家族@49:15-17 -> 131:1-4
９ 戒め@64:9-11 -> 89:18-21 -> 18:15-16
